"Run ID","Scenario name","Model name","Variable name","unit","Flag Category","year","value","meta_Climate Assessment|Peak Warming|Median [MAGICCv7.5.3]","meta_Climate Assessment|Warming in 2100|Median [MAGICCv7.5.3]","meta_Climate Assessment|Year of Peak Warming|Median [MAGICCv7.5.3]","meta_Emissions Diagnostics|Cumulative CCS [2020-2100, Gt CO2]","meta_Emissions Diagnostics|Cumulative CO2 [2020-2100, Gt CO2]","meta_Emissions Diagnostics|Cumulative Net-Negative CO2 [2020-2100, Gt CO2]","meta_Emissions Diagnostics|Year of Net Zero|CO2","meta_Emissions Diagnostics|Year of Net Zero|Kyoto Gases","meta_Climate Category|SCI 2025 [Tier I]","meta_Scenario Typology|SCI 2025 [beta]","meta_Vetting|SCI 2025","meta_Feasibility Concern|Carbon Capture|World|2030","meta_Feasibility Concern|Carbon Capture|World|2035","meta_Feasibility Concern|Carbon Capture|World|2040","meta_Feasibility Concern|Hydropower Capacity|World|2030","meta_Feasibility Concern|Nuclear Capacity|World|2030","meta_Feasibility Concern|Onshore Wind Capacity|World|2030","meta_Feasibility Concern|Solar PV Capacity|World|2030","meta_Feasibility Concern|Wind Capacity|World|2030","meta_Sustainability Concern|Exceeding Prudent Limit For Geological Carbon Storage|World","meta_Sustainability Concern|Food Availability|World","meta_Sustainability Concern|Unsustainable Bioenergy Use|World","meta_Scenario Ensemble|AR6","meta_Climate Category|AR6 [ID]","meta_Climate Category|AR6 [Name]","meta_Legacy Mapping|AR6|Model Name","meta_Legacy Mapping|AR6|Scenario Name","meta_renewablesShare","meta_fossilShare","meta_biomassShare","meta_gfaIncrease","meta_carbonRemoval","meta_eocWarming","meta_peakWarming","meta_Ensemble Weight|SCI 2025 [beta]"
"22","ENGAGE-NPi2020-300f","AIM/CGE V2.2","Final Energy|Residential and Commercial","EJ/yr","[object Object]",2010,20.637,"1.608746045509346","1.303397456870074","2049","1156.3710320999999","243.22856430000013","-387.82802910000004","2055","2064","GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","high","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_300f","23.256664793104108","47.10106763560831","22.491159587698213","25.414979197038534","1156.3710320999999","1.303397456870074","1.608746045509346",
"22","ENGAGE-NPi2020-300f","AIM/CGE V2.2","Final Energy|Residential and Commercial","EJ/yr","[object Object]",2015,18.5392,"1.608746045509346","1.303397456870074","2049","1156.3710320999999","243.22856430000013","-387.82802910000004","2055","2064","GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","high","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_300f","23.256664793104108","47.10106763560831","22.491159587698213","25.414979197038534","1156.3710320999999","1.303397456870074","1.608746045509346",
"22","ENGAGE-NPi2020-300f","AIM/CGE V2.2","Final Energy|Residential and Commercial","EJ/yr","[object Object]",2020,18.7773,"1.608746045509346","1.303397456870074","2049","1156.3710320999999","243.22856430000013","-387.82802910000004","2055","2064","GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","high","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_300f","23.256664793104108","47.10106763560831","22.491159587698213","25.414979197038534","1156.3710320999999","1.303397456870074","1.608746045509346",
"22","ENGAGE-NPi2020-300f","AIM/CGE V2.2","Final Energy|Residential and Commercial","EJ/yr","[object Object]",2025,17.610799999999998,"1.608746045509346","1.303397456870074","2049","1156.3710320999999","243.22856430000013","-387.82802910000004","2055","2064","GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","high","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_300f","23.256664793104108","47.10106763560831","22.491159587698213","25.414979197038534","1156.3710320999999","1.303397456870074","1.608746045509346",
"22","ENGAGE-NPi2020-300f","AIM/CGE V2.2","Final Energy|Residential and Commercial","EJ/yr","[object Object]",2030,16.5978,"1.608746045509346","1.303397456870074","2049","1156.3710320999999","243.22856430000013","-387.82802910000004","2055","2064","GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","high","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_300f","23.256664793104108","47.10106763560831","22.491159587698213","25.414979197038534","1156.3710320999999","1.303397456870074","1.608746045509346",
"22","ENGAGE-NPi2020-300f","AIM/CGE V2.2","Final Energy|Residential and Commercial","EJ/yr","[object Object]",2035,16.3982,"1.608746045509346","1.303397456870074","2049","1156.3710320999999","243.22856430000013","-387.82802910000004","2055","2064","GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","high","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_300f","23.256664793104108","47.10106763560831","22.491159587698213","25.414979197038534","1156.3710320999999","1.303397456870074","1.608746045509346",
"22","ENGAGE-NPi2020-300f","AIM/CGE V2.2","Final Energy|Residential and Commercial","EJ/yr","[object Object]",2040,17.1358,"1.608746045509346","1.303397456870074","2049","1156.3710320999999","243.22856430000013","-387.82802910000004","2055","2064","GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","high","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_300f","23.256664793104108","47.10106763560831","22.491159587698213","25.414979197038534","1156.3710320999999","1.303397456870074","1.608746045509346",
"22","ENGAGE-NPi2020-300f","AIM/CGE V2.2","Final Energy|Residential and Commercial","EJ/yr","[object Object]",2045,17.5952,"1.608746045509346","1.303397456870074","2049","1156.3710320999999","243.22856430000013","-387.82802910000004","2055","2064","GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","high","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_300f","23.256664793104108","47.10106763560831","22.491159587698213","25.414979197038534","1156.3710320999999","1.303397456870074","1.608746045509346",
"22","ENGAGE-NPi2020-300f","AIM/CGE V2.2","Final Energy|Residential and Commercial","EJ/yr","[object Object]",2050,17.636699999999998,"1.608746045509346","1.303397456870074","2049","1156.3710320999999","243.22856430000013","-387.82802910000004","2055","2064","GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","high","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_300f","23.256664793104108","47.10106763560831","22.491159587698213","25.414979197038534","1156.3710320999999","1.303397456870074","1.608746045509346",
"22","ENGAGE-NPi2020-300f","AIM/CGE V2.2","Final Energy|Residential and Commercial","EJ/yr","[object Object]",2055,17.7513,"1.608746045509346","1.303397456870074","2049","1156.3710320999999","243.22856430000013","-387.82802910000004","2055","2064","GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","high","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_300f","23.256664793104108","47.10106763560831","22.491159587698213","25.414979197038534","1156.3710320999999","1.303397456870074","1.608746045509346",
"22","ENGAGE-NPi2020-300f","AIM/CGE V2.2","Final Energy|Residential and Commercial","EJ/yr","[object Object]",2060,17.835800000000003,"1.608746045509346","1.303397456870074","2049","1156.3710320999999","243.22856430000013","-387.82802910000004","2055","2064","GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","high","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_300f","23.256664793104108","47.10106763560831","22.491159587698213","25.414979197038534","1156.3710320999999","1.303397456870074","1.608746045509346",
"22","ENGAGE-NPi2020-300f","AIM/CGE V2.2","Final Energy|Residential and Commercial","EJ/yr","[object Object]",2065,17.8365,"1.608746045509346","1.303397456870074","2049","1156.3710320999999","243.22856430000013","-387.82802910000004","2055","2064","GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","high","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_300f","23.256664793104108","47.10106763560831","22.491159587698213","25.414979197038534","1156.3710320999999","1.303397456870074","1.608746045509346",
"22","ENGAGE-NPi2020-300f","AIM/CGE V2.2","Final Energy|Residential and Commercial","EJ/yr","[object Object]",2070,17.871000000000002,"1.608746045509346","1.303397456870074","2049","1156.3710320999999","243.22856430000013","-387.82802910000004","2055","2064","GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","high","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_300f","23.256664793104108","47.10106763560831","22.491159587698213","25.414979197038534","1156.3710320999999","1.303397456870074","1.608746045509346",
"22","ENGAGE-NPi2020-300f","AIM/CGE V2.2","Final Energy|Residential and Commercial","EJ/yr","[object Object]",2075,18.0753,"1.608746045509346","1.303397456870074","2049","1156.3710320999999","243.22856430000013","-387.82802910000004","2055","2064","GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","high","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_300f","23.256664793104108","47.10106763560831","22.491159587698213","25.414979197038534","1156.3710320999999","1.303397456870074","1.608746045509346",
"22","ENGAGE-NPi2020-300f","AIM/CGE V2.2","Final Energy|Residential and Commercial","EJ/yr","[object Object]",2080,18.322,"1.608746045509346","1.303397456870074","2049","1156.3710320999999","243.22856430000013","-387.82802910000004","2055","2064","GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","high","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_300f","23.256664793104108","47.10106763560831","22.491159587698213","25.414979197038534","1156.3710320999999","1.303397456870074","1.608746045509346",
"22","ENGAGE-NPi2020-300f","AIM/CGE V2.2","Final Energy|Residential and Commercial","EJ/yr","[object Object]",2085,18.4574,"1.608746045509346","1.303397456870074","2049","1156.3710320999999","243.22856430000013","-387.82802910000004","2055","2064","GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","high","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_300f","23.256664793104108","47.10106763560831","22.491159587698213","25.414979197038534","1156.3710320999999","1.303397456870074","1.608746045509346",
"22","ENGAGE-NPi2020-300f","AIM/CGE V2.2","Final Energy|Residential and Commercial","EJ/yr","[object Object]",2090,18.5146,"1.608746045509346","1.303397456870074","2049","1156.3710320999999","243.22856430000013","-387.82802910000004","2055","2064","GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","high","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_300f","23.256664793104108","47.10106763560831","22.491159587698213","25.414979197038534","1156.3710320999999","1.303397456870074","1.608746045509346",
"22","ENGAGE-NPi2020-300f","AIM/CGE V2.2","Final Energy|Residential and Commercial","EJ/yr","[object Object]",2095,18.5305,"1.608746045509346","1.303397456870074","2049","1156.3710320999999","243.22856430000013","-387.82802910000004","2055","2064","GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","high","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_300f","23.256664793104108","47.10106763560831","22.491159587698213","25.414979197038534","1156.3710320999999","1.303397456870074","1.608746045509346",
"22","ENGAGE-NPi2020-300f","AIM/CGE V2.2","Final Energy|Residential and Commercial","EJ/yr","[object Object]",2100,18.6491,"1.608746045509346","1.303397456870074","2049","1156.3710320999999","243.22856430000013","-387.82802910000004","2055","2064","GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","high","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_300f","23.256664793104108","47.10106763560831","22.491159587698213","25.414979197038534","1156.3710320999999","1.303397456870074","1.608746045509346",
"25","ENGAGE-NPi2020-600","AIM/CGE V2.2","Final Energy|Residential and Commercial","EJ/yr","[object Object]",2010,20.637,"1.58686642737579","1.478589824902255","2048","992.6606307999999","568.0111522999996","-0.00045999999999999996","2055",,"GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","medium","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_600","23.72718149808867","42.94199880505589","26.365484677452102","27.11513594269185","992.6606307999999","1.478589824902255","1.58686642737579",
"25","ENGAGE-NPi2020-600","AIM/CGE V2.2","Final Energy|Residential and Commercial","EJ/yr","[object Object]",2015,18.5392,"1.58686642737579","1.478589824902255","2048","992.6606307999999","568.0111522999996","-0.00045999999999999996","2055",,"GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","medium","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_600","23.72718149808867","42.94199880505589","26.365484677452102","27.11513594269185","992.6606307999999","1.478589824902255","1.58686642737579",
"25","ENGAGE-NPi2020-600","AIM/CGE V2.2","Final Energy|Residential and Commercial","EJ/yr","[object Object]",2020,18.7773,"1.58686642737579","1.478589824902255","2048","992.6606307999999","568.0111522999996","-0.00045999999999999996","2055",,"GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","medium","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_600","23.72718149808867","42.94199880505589","26.365484677452102","27.11513594269185","992.6606307999999","1.478589824902255","1.58686642737579",
"25","ENGAGE-NPi2020-600","AIM/CGE V2.2","Final Energy|Residential and Commercial","EJ/yr","[object Object]",2025,17.610799999999998,"1.58686642737579","1.478589824902255","2048","992.6606307999999","568.0111522999996","-0.00045999999999999996","2055",,"GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","medium","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_600","23.72718149808867","42.94199880505589","26.365484677452102","27.11513594269185","992.6606307999999","1.478589824902255","1.58686642737579",
"25","ENGAGE-NPi2020-600","AIM/CGE V2.2","Final Energy|Residential and Commercial","EJ/yr","[object Object]",2030,16.5978,"1.58686642737579","1.478589824902255","2048","992.6606307999999","568.0111522999996","-0.00045999999999999996","2055",,"GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","medium","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_600","23.72718149808867","42.94199880505589","26.365484677452102","27.11513594269185","992.6606307999999","1.478589824902255","1.58686642737579",
"25","ENGAGE-NPi2020-600","AIM/CGE V2.2","Final Energy|Residential and Commercial","EJ/yr","[object Object]",2035,16.2053,"1.58686642737579","1.478589824902255","2048","992.6606307999999","568.0111522999996","-0.00045999999999999996","2055",,"GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","medium","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_600","23.72718149808867","42.94199880505589","26.365484677452102","27.11513594269185","992.6606307999999","1.478589824902255","1.58686642737579",
"25","ENGAGE-NPi2020-600","AIM/CGE V2.2","Final Energy|Residential and Commercial","EJ/yr","[object Object]",2040,16.654,"1.58686642737579","1.478589824902255","2048","992.6606307999999","568.0111522999996","-0.00045999999999999996","2055",,"GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","medium","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_600","23.72718149808867","42.94199880505589","26.365484677452102","27.11513594269185","992.6606307999999","1.478589824902255","1.58686642737579",
"25","ENGAGE-NPi2020-600","AIM/CGE V2.2","Final Energy|Residential and Commercial","EJ/yr","[object Object]",2045,17.2511,"1.58686642737579","1.478589824902255","2048","992.6606307999999","568.0111522999996","-0.00045999999999999996","2055",,"GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","medium","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_600","23.72718149808867","42.94199880505589","26.365484677452102","27.11513594269185","992.6606307999999","1.478589824902255","1.58686642737579",
"25","ENGAGE-NPi2020-600","AIM/CGE V2.2","Final Energy|Residential and Commercial","EJ/yr","[object Object]",2050,17.5313,"1.58686642737579","1.478589824902255","2048","992.6606307999999","568.0111522999996","-0.00045999999999999996","2055",,"GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","medium","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_600","23.72718149808867","42.94199880505589","26.365484677452102","27.11513594269185","992.6606307999999","1.478589824902255","1.58686642737579",
"25","ENGAGE-NPi2020-600","AIM/CGE V2.2","Final Energy|Residential and Commercial","EJ/yr","[object Object]",2055,17.7748,"1.58686642737579","1.478589824902255","2048","992.6606307999999","568.0111522999996","-0.00045999999999999996","2055",,"GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","medium","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_600","23.72718149808867","42.94199880505589","26.365484677452102","27.11513594269185","992.6606307999999","1.478589824902255","1.58686642737579",
"25","ENGAGE-NPi2020-600","AIM/CGE V2.2","Final Energy|Residential and Commercial","EJ/yr","[object Object]",2060,17.999499999999998,"1.58686642737579","1.478589824902255","2048","992.6606307999999","568.0111522999996","-0.00045999999999999996","2055",,"GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","medium","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_600","23.72718149808867","42.94199880505589","26.365484677452102","27.11513594269185","992.6606307999999","1.478589824902255","1.58686642737579",
"25","ENGAGE-NPi2020-600","AIM/CGE V2.2","Final Energy|Residential and Commercial","EJ/yr","[object Object]",2065,18.2429,"1.58686642737579","1.478589824902255","2048","992.6606307999999","568.0111522999996","-0.00045999999999999996","2055",,"GW1","Carbon Capture and Storage","failed","high","medium","medium","high","high","ok","ok","ok","ok","ok","medium","true","C1","C1: Below 1.5°C with no or limited overshoot","AIM/CGE 2.2","EN_NPi2020_600","23.72718149808867","42.94199880505589","26.365484677452102","27.11513594269185","992.6606307999999","1.478589824902255","1.58686642737579",
