"Run ID","Scenario name","Model name","Variable name","unit","Flag Category","year","value","meta_Climate Assessment|Peak Warming|Median [MAGICCv7.5.3]","meta_Climate Assessment|Warming in 2100|Median [MAGICCv7.5.3]","meta_Climate Assessment|Year of Peak Warming|Median [MAGICCv7.5.3]","meta_Emissions Diagnostics|Cumulative CCS [2020-2100, Gt CO2]","meta_Emissions Diagnostics|Cumulative CO2 [2020-2100, Gt CO2]","meta_Climate Category|SCI 2025 [Tier I]","meta_Vetting|SCI 2025","meta_Feasibility Concern|Carbon Capture|World|2030","meta_Feasibility Concern|Carbon Capture|World|2035","meta_Feasibility Concern|Carbon Capture|World|2040","meta_Feasibility Concern|Hydropower Capacity|World|2030","meta_Feasibility Concern|Nuclear Capacity|World|2030","meta_Feasibility Concern|Onshore Wind Capacity|World|2030","meta_Feasibility Concern|Solar PV Capacity|World|2030","meta_Feasibility Concern|Wind Capacity|World|2030","meta_Sustainability Concern|Exceeding Prudent Limit For Geological Carbon Storage|World","meta_Sustainability Concern|Unsustainable Bioenergy Use|World","meta_Scenario Ensemble|AR6","meta_Climate Category|AR6 [ID]","meta_Climate Category|AR6 [Name]","meta_Legacy Mapping|AR6|Model Name","meta_Legacy Mapping|AR6|Scenario Name","meta_renewablesShare","meta_fossilShare","meta_biomassShare","meta_carbonRemoval","meta_eocWarming","meta_peakWarming","meta_Ensemble Weight|SCI 2025 [beta]","meta_Sustainability Concern|Food Availability|World","meta_gfaIncrease"
"122","ENGAGE-INDCi2100","GEM-E3 V2021","Final Energy|Residential and Commercial|Electricity","EJ/yr","[object Object]",2015,7.664910985133018,"3.146488459643782","3.146488459643782","2100","176.5527859284754","3201.1340929502444","GW7","failed","medium","ok","ok","medium","ok","ok","high","ok","ok","high","true","C7","C7: Below 4.0°C","GEM-E3_V2021","EN_INDCi2100","20.182747653732285","55.51830730544523","20.018138174693227","176.5527859284754","3.146488459643782","3.146488459643782",,,
"122","ENGAGE-INDCi2100","GEM-E3 V2021","Final Energy|Residential and Commercial|Electricity","EJ/yr","[object Object]",2020,7.936628954227912,"3.146488459643782","3.146488459643782","2100","176.5527859284754","3201.1340929502444","GW7","failed","medium","ok","ok","medium","ok","ok","high","ok","ok","high","true","C7","C7: Below 4.0°C","GEM-E3_V2021","EN_INDCi2100","20.182747653732285","55.51830730544523","20.018138174693227","176.5527859284754","3.146488459643782","3.146488459643782",,,
"122","ENGAGE-INDCi2100","GEM-E3 V2021","Final Energy|Residential and Commercial|Electricity","EJ/yr","[object Object]",2025,8.26635592795393,"3.146488459643782","3.146488459643782","2100","176.5527859284754","3201.1340929502444","GW7","failed","medium","ok","ok","medium","ok","ok","high","ok","ok","high","true","C7","C7: Below 4.0°C","GEM-E3_V2021","EN_INDCi2100","20.182747653732285","55.51830730544523","20.018138174693227","176.5527859284754","3.146488459643782","3.146488459643782",,,
"122","ENGAGE-INDCi2100","GEM-E3 V2021","Final Energy|Residential and Commercial|Electricity","EJ/yr","[object Object]",2030,8.649977736897698,"3.146488459643782","3.146488459643782","2100","176.5527859284754","3201.1340929502444","GW7","failed","medium","ok","ok","medium","ok","ok","high","ok","ok","high","true","C7","C7: Below 4.0°C","GEM-E3_V2021","EN_INDCi2100","20.182747653732285","55.51830730544523","20.018138174693227","176.5527859284754","3.146488459643782","3.146488459643782",,,
"122","ENGAGE-INDCi2100","GEM-E3 V2021","Final Energy|Residential and Commercial|Electricity","EJ/yr","[object Object]",2035,9.086407901604518,"3.146488459643782","3.146488459643782","2100","176.5527859284754","3201.1340929502444","GW7","failed","medium","ok","ok","medium","ok","ok","high","ok","ok","high","true","C7","C7: Below 4.0°C","GEM-E3_V2021","EN_INDCi2100","20.182747653732285","55.51830730544523","20.018138174693227","176.5527859284754","3.146488459643782","3.146488459643782",,,
"122","ENGAGE-INDCi2100","GEM-E3 V2021","Final Energy|Residential and Commercial|Electricity","EJ/yr","[object Object]",2040,9.613595675583538,"3.146488459643782","3.146488459643782","2100","176.5527859284754","3201.1340929502444","GW7","failed","medium","ok","ok","medium","ok","ok","high","ok","ok","high","true","C7","C7: Below 4.0°C","GEM-E3_V2021","EN_INDCi2100","20.182747653732285","55.51830730544523","20.018138174693227","176.5527859284754","3.146488459643782","3.146488459643782",,,
"122","ENGAGE-INDCi2100","GEM-E3 V2021","Final Energy|Residential and Commercial|Electricity","EJ/yr","[object Object]",2045,10.137285155276578,"3.146488459643782","3.146488459643782","2100","176.5527859284754","3201.1340929502444","GW7","failed","medium","ok","ok","medium","ok","ok","high","ok","ok","high","true","C7","C7: Below 4.0°C","GEM-E3_V2021","EN_INDCi2100","20.182747653732285","55.51830730544523","20.018138174693227","176.5527859284754","3.146488459643782","3.146488459643782",,,
"122","ENGAGE-INDCi2100","GEM-E3 V2021","Final Energy|Residential and Commercial|Electricity","EJ/yr","[object Object]",2050,10.65914061885212,"3.146488459643782","3.146488459643782","2100","176.5527859284754","3201.1340929502444","GW7","failed","medium","ok","ok","medium","ok","ok","high","ok","ok","high","true","C7","C7: Below 4.0°C","GEM-E3_V2021","EN_INDCi2100","20.182747653732285","55.51830730544523","20.018138174693227","176.5527859284754","3.146488459643782","3.146488459643782",,,
"122","ENGAGE-INDCi2100","GEM-E3 V2021","Final Energy|Residential and Commercial|Electricity","EJ/yr","[object Object]",2055,11.095637531439811,"3.146488459643782","3.146488459643782","2100","176.5527859284754","3201.1340929502444","GW7","failed","medium","ok","ok","medium","ok","ok","high","ok","ok","high","true","C7","C7: Below 4.0°C","GEM-E3_V2021","EN_INDCi2100","20.182747653732285","55.51830730544523","20.018138174693227","176.5527859284754","3.146488459643782","3.146488459643782",,,
"122","ENGAGE-INDCi2100","GEM-E3 V2021","Final Energy|Residential and Commercial|Electricity","EJ/yr","[object Object]",2060,11.543163261695424,"3.146488459643782","3.146488459643782","2100","176.5527859284754","3201.1340929502444","GW7","failed","medium","ok","ok","medium","ok","ok","high","ok","ok","high","true","C7","C7: Below 4.0°C","GEM-E3_V2021","EN_INDCi2100","20.182747653732285","55.51830730544523","20.018138174693227","176.5527859284754","3.146488459643782","3.146488459643782",,,
