"Run ID","Scenario name","Model name","Variable name","unit","Flag Category","year","value","meta_Climate Assessment|Peak Warming|Median [MAGICCv7.5.3]","meta_Climate Assessment|Warming in 2100|Median [MAGICCv7.5.3]","meta_Climate Assessment|Year of Peak Warming|Median [MAGICCv7.5.3]","meta_Emissions Diagnostics|Cumulative CCS [2020-2100, Gt CO2]","meta_Emissions Diagnostics|Cumulative CO2 [2020-2100, Gt CO2]","meta_Climate Category|SCI 2025 [Tier I]","meta_Vetting|SCI 2025","meta_Feasibility Concern|Carbon Capture|World|2030","meta_Feasibility Concern|Carbon Capture|World|2035","meta_Feasibility Concern|Carbon Capture|World|2040","meta_Feasibility Concern|Hydropower Capacity|World|2030","meta_Feasibility Concern|Nuclear Capacity|World|2030","meta_Feasibility Concern|Onshore Wind Capacity|World|2030","meta_Feasibility Concern|Solar PV Capacity|World|2030","meta_Feasibility Concern|Wind Capacity|World|2030","meta_Sustainability Concern|Exceeding Prudent Limit For Geological Carbon Storage|World","meta_Sustainability Concern|Unsustainable Bioenergy Use|World","meta_Scenario Ensemble|AR6","meta_Climate Category|AR6 [ID]","meta_Climate Category|AR6 [Name]","meta_Legacy Mapping|AR6|Model Name","meta_Legacy Mapping|AR6|Scenario Name","meta_renewablesShare","meta_fossilShare","meta_biomassShare","meta_carbonRemoval","meta_eocWarming","meta_peakWarming","meta_Ensemble Weight|SCI 2025 [beta]","meta_Sustainability Concern|Food Availability|World","meta_gfaIncrease"
"122","ENGAGE-INDCi2100","GEM-E3 V2021","Final Energy|Electricity","EJ/yr","[object Object]",2015,14.0795533523795,"3.146488459643782","3.146488459643782","2100","176.5527859284754","3201.1340929502444","GW7","failed","medium","ok","ok","medium","ok","ok","high","ok","ok","high","true","C7","C7: Below 4.0°C","GEM-E3_V2021","EN_INDCi2100","20.182747653732285","55.51830730544523","20.018138174693227","176.5527859284754","3.146488459643782","3.146488459643782",,,
"122","ENGAGE-INDCi2100","GEM-E3 V2021","Final Energy|Electricity","EJ/yr","[object Object]",2020,14.74935668677466,"3.146488459643782","3.146488459643782","2100","176.5527859284754","3201.1340929502444","GW7","failed","medium","ok","ok","medium","ok","ok","high","ok","ok","high","true","C7","C7: Below 4.0°C","GEM-E3_V2021","EN_INDCi2100","20.182747653732285","55.51830730544523","20.018138174693227","176.5527859284754","3.146488459643782","3.146488459643782",,,
"122","ENGAGE-INDCi2100","GEM-E3 V2021","Final Energy|Electricity","EJ/yr","[object Object]",2025,15.297531463015371,"3.146488459643782","3.146488459643782","2100","176.5527859284754","3201.1340929502444","GW7","failed","medium","ok","ok","medium","ok","ok","high","ok","ok","high","true","C7","C7: Below 4.0°C","GEM-E3_V2021","EN_INDCi2100","20.182747653732285","55.51830730544523","20.018138174693227","176.5527859284754","3.146488459643782","3.146488459643782",,,
"122","ENGAGE-INDCi2100","GEM-E3 V2021","Final Energy|Electricity","EJ/yr","[object Object]",2030,15.9012595964719,"3.146488459643782","3.146488459643782","2100","176.5527859284754","3201.1340929502444","GW7","failed","medium","ok","ok","medium","ok","ok","high","ok","ok","high","true","C7","C7: Below 4.0°C","GEM-E3_V2021","EN_INDCi2100","20.182747653732285","55.51830730544523","20.018138174693227","176.5527859284754","3.146488459643782","3.146488459643782",,,
"122","ENGAGE-INDCi2100","GEM-E3 V2021","Final Energy|Electricity","EJ/yr","[object Object]",2035,16.80611750961491,"3.146488459643782","3.146488459643782","2100","176.5527859284754","3201.1340929502444","GW7","failed","medium","ok","ok","medium","ok","ok","high","ok","ok","high","true","C7","C7: Below 4.0°C","GEM-E3_V2021","EN_INDCi2100","20.182747653732285","55.51830730544523","20.018138174693227","176.5527859284754","3.146488459643782","3.146488459643782",,,
"122","ENGAGE-INDCi2100","GEM-E3 V2021","Final Energy|Electricity","EJ/yr","[object Object]",2040,18.004869408381516,"3.146488459643782","3.146488459643782","2100","176.5527859284754","3201.1340929502444","GW7","failed","medium","ok","ok","medium","ok","ok","high","ok","ok","high","true","C7","C7: Below 4.0°C","GEM-E3_V2021","EN_INDCi2100","20.182747653732285","55.51830730544523","20.018138174693227","176.5527859284754","3.146488459643782","3.146488459643782",,,
"122","ENGAGE-INDCi2100","GEM-E3 V2021","Final Energy|Electricity","EJ/yr","[object Object]",2045,19.215588263950565,"3.146488459643782","3.146488459643782","2100","176.5527859284754","3201.1340929502444","GW7","failed","medium","ok","ok","medium","ok","ok","high","ok","ok","high","true","C7","C7: Below 4.0°C","GEM-E3_V2021","EN_INDCi2100","20.182747653732285","55.51830730544523","20.018138174693227","176.5527859284754","3.146488459643782","3.146488459643782",,,
"122","ENGAGE-INDCi2100","GEM-E3 V2021","Final Energy|Electricity","EJ/yr","[object Object]",2050,20.35659693621336,"3.146488459643782","3.146488459643782","2100","176.5527859284754","3201.1340929502444","GW7","failed","medium","ok","ok","medium","ok","ok","high","ok","ok","high","true","C7","C7: Below 4.0°C","GEM-E3_V2021","EN_INDCi2100","20.182747653732285","55.51830730544523","20.018138174693227","176.5527859284754","3.146488459643782","3.146488459643782",,,
"122","ENGAGE-INDCi2100","GEM-E3 V2021","Final Energy|Electricity","EJ/yr","[object Object]",2055,21.18577921717654,"3.146488459643782","3.146488459643782","2100","176.5527859284754","3201.1340929502444","GW7","failed","medium","ok","ok","medium","ok","ok","high","ok","ok","high","true","C7","C7: Below 4.0°C","GEM-E3_V2021","EN_INDCi2100","20.182747653732285","55.51830730544523","20.018138174693227","176.5527859284754","3.146488459643782","3.146488459643782",,,
"122","ENGAGE-INDCi2100","GEM-E3 V2021","Final Energy|Electricity","EJ/yr","[object Object]",2060,21.99164443854574,"3.146488459643782","3.146488459643782","2100","176.5527859284754","3201.1340929502444","GW7","failed","medium","ok","ok","medium","ok","ok","high","ok","ok","high","true","C7","C7: Below 4.0°C","GEM-E3_V2021","EN_INDCi2100","20.182747653732285","55.51830730544523","20.018138174693227","176.5527859284754","3.146488459643782","3.146488459643782",,,
